*SOM N DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                Cumul.
!               <---- SOM N in top layers ----> <---------------- Total Soil Organic Nitrogen ----------------> <-------- Active Soil Organic Nitrogen (SOM1) --------> <---- Intermediate Soil Organic N (SOM2) -----> <------- Passive Soil Organic N (SOM3) -------> <----------------- Litter Nitrogen -------------------> <------------- Metabolic Litter Nitrogen -------------> <------------ Structural Litter Nitrogen ------------->  Res. N
!               20cm-kg  20cm-% 40cm-kg  40cm-%   Total Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 (kg/ha)
@YEAR DOY   DAS  SNS20D  SN%20D  SNS40D  SN%40D    SOND    SN0D    SNTD    SN1D    SN2D    SN3D    SN4D   SN5+D   S1N0D   S1NTD   S1N1D   S1N2D   S1N3D   S1N4D  S1N5+D   S2NTD   S2N1D   S2N2D   S2N3D   S2N4D  S2N5+D   S3NTD   S3N1D   S3N2D   S3N3D   S3N4D  S3N5+D    LN0D    LNTD    LN1D    LN2D    LN3D    LN4D   LN5+D   MEN0D   MENTD   MEN1D   MEN2D   MEN3D   MEN4D  MEN5+D   STN0D   STNTD   STN1D   STN2D   STN3D   STN4D  STN5+D   RESNC
 2017 099   150    3719   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      36      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1530     775    3325    0.00   26.63    8.63   18.00    0.00    0.00    0.00    0.00   23.38    7.55   15.83    0.00    0.00    0.00    0.00    3.26    1.08    2.17    0.00    0.00    0.00       0
 2017 100   151    3719   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      36      10      22       1       1       2      72      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   26.41    8.55   17.86    0.00    0.00    0.00    0.00   23.15    7.47   15.69    0.00    0.00    0.00    0.00    3.25    1.08    2.17    0.00    0.00    0.00       0
 2017 101   152    3719   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      36      10      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   26.12    8.44   17.68    0.00    0.00    0.00    0.00   22.87    7.36   15.51    0.00    0.00    0.00    0.00    3.25    1.08    2.17    0.00    0.00    0.00       0
 2017 102   153    3719   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      36      10      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   25.80    8.35   17.45    0.00    0.00    0.00    0.00   22.55    7.26   15.29    0.00    0.00    0.00    0.00    3.25    1.08    2.17    0.00    0.00    0.00       0
 2017 103   154    3720   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      36      11      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   25.43    8.23   17.19    0.00    0.00    0.00    0.00   22.18    7.15   15.03    0.00    0.00    0.00    0.00    3.25    1.08    2.17    0.00    0.00    0.00       0
 2017 104   155    3720   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      37      11      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   25.02    8.10   16.92    0.00    0.00    0.00    0.00   21.78    7.02   14.76    0.00    0.00    0.00    0.00    3.24    1.08    2.17    0.00    0.00    0.00       0
 2017 105   156    3720   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      37      11      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   24.69    7.98   16.71    0.00    0.00    0.00    0.00   21.44    6.90   14.54    0.00    0.00    0.00    0.00    3.24    1.08    2.16    0.00    0.00    0.00       0
 2017 106   157    3721   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      37      11      22       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   24.33    7.85   16.48    0.00    0.00    0.00    0.00   21.09    6.77   14.32    0.00    0.00    0.00    0.00    3.24    1.08    2.16    0.00    0.00    0.00       0
 2017 107   158    3721   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      37      11      23       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   24.02    7.74   16.28    0.00    0.00    0.00    0.00   20.78    6.66   14.12    0.00    0.00    0.00    0.00    3.24    1.08    2.16    0.00    0.00    0.00       0
 2017 108   159    3721   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      38      11      23       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   23.68    7.62   16.06    0.00    0.00    0.00    0.00   20.45    6.55   13.90    0.00    0.00    0.00    0.00    3.23    1.08    2.16    0.00    0.00    0.00       0
 2017 109   160    3721   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      38      11      23       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   23.26    7.46   15.79    0.00    0.00    0.00    0.00   20.02    6.39   13.64    0.00    0.00    0.00    0.00    3.23    1.07    2.16    0.00    0.00    0.00       0
 2017 110   161    3722   0.133    1550   0.055    8910       0    8910    1155    2075    1544     782    3354       0      38      11      23       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   22.76    7.28   15.49    0.00    0.00    0.00    0.00   19.54    6.20   13.33    0.00    0.00    0.00    0.00    3.23    1.07    2.15    0.00    0.00    0.00       0
 2017 111   162    3722   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      38      11      23       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   22.18    7.05   15.13    0.00    0.00    0.00    0.00   18.96    5.98   12.98    0.00    0.00    0.00    0.00    3.22    1.07    2.15    0.00    0.00    0.00       0
 2017 112   163    3723   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      39      11      24       1       1       2      73      10      18      12       6      27    8776    1127    2018    1530     775    3325    0.00   21.72    6.92   14.81    0.00    0.00    0.00    0.00   18.50    5.85   12.66    0.00    0.00    0.00    0.00    3.22    1.07    2.15    0.00    0.00    0.00       0
 2017 113   164    3723   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      39      11      24       1       1       2      73      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   21.29    6.79   14.51    0.00    0.00    0.00    0.00   18.08    5.72   12.36    0.00    0.00    0.00    0.00    3.21    1.07    2.15    0.00    0.00    0.00       0
 2017 114   165    3723   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      39      12      24       1       1       2      73      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   20.89    6.65   14.23    0.00    0.00    0.00    0.00   17.68    5.59   12.09    0.00    0.00    0.00    0.00    3.21    1.07    2.14    0.00    0.00    0.00       0
 2017 115   166    3724   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      40      12      24       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   20.50    6.52   13.97    0.00    0.00    0.00    0.00   17.29    5.46   11.83    0.00    0.00    0.00    0.00    3.21    1.07    2.14    0.00    0.00    0.00       0
 2017 116   167    3724   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      40      12      24       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   20.11    6.39   13.72    0.00    0.00    0.00    0.00   16.91    5.32   11.58    0.00    0.00    0.00    0.00    3.20    1.06    2.14    0.00    0.00    0.00       0
 2017 117   168    3724   0.133    1550   0.055    8909       0    8909    1155    2075    1544     782    3354       0      40      12      24       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   19.71    6.26   13.45    0.00    0.00    0.00    0.00   16.51    5.19   11.32    0.00    0.00    0.00    0.00    3.20    1.06    2.14    0.00    0.00    0.00       0
 2017 118   169    3725   0.133    1550   0.055    8909       0    8909    1155    2074    1544     782    3354       0      40      12      25       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   19.29    6.15   13.14    0.00    0.00    0.00    0.00   16.10    5.09   11.01    0.00    0.00    0.00    0.00    3.20    1.06    2.13    0.00    0.00    0.00       0
 2017 119   170    3725   0.133    1550   0.055    8909       0    8909    1155    2074    1544     782    3354       0      40      12      25       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   18.99    6.05   12.94    0.00    0.00    0.00    0.00   15.79    4.98   10.81    0.00    0.00    0.00    0.00    3.19    1.06    2.13    0.00    0.00    0.00       0
 2017 120   171    3725   0.133    1550   0.055    8909       0    8909    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      18      12       6      27    8775    1127    2018    1530     775    3325    0.00   18.72    5.95   12.76    0.00    0.00    0.00    0.00   15.53    4.89   10.63    0.00    0.00    0.00    0.00    3.19    1.06    2.13    0.00    0.00    0.00       0
 2017 121   172    3725   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   18.45    5.86   12.59    0.00    0.00    0.00    0.00   15.26    4.80   10.46    0.00    0.00    0.00    0.00    3.19    1.06    2.13    0.00    0.00    0.00       0
 2017 122   173    3725   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   18.26    5.79   12.46    0.00    0.00    0.00    0.00   15.07    4.74   10.34    0.00    0.00    0.00    0.00    3.18    1.06    2.13    0.00    0.00    0.00       0
 2017 123   174    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   18.11    5.75   12.37    0.00    0.00    0.00    0.00   14.93    4.69   10.24    0.00    0.00    0.00    0.00    3.18    1.06    2.13    0.00    0.00    0.00       0
 2017 124   175    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.99    5.70   12.28    0.00    0.00    0.00    0.00   14.81    4.65   10.16    0.00    0.00    0.00    0.00    3.18    1.06    2.12    0.00    0.00    0.00       0
 2017 125   176    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.85    5.66   12.19    0.00    0.00    0.00    0.00   14.67    4.60   10.07    0.00    0.00    0.00    0.00    3.18    1.06    2.12    0.00    0.00    0.00       0
 2017 126   177    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.71    5.61   12.10    0.00    0.00    0.00    0.00   14.53    4.55    9.97    0.00    0.00    0.00    0.00    3.18    1.06    2.12    0.00    0.00    0.00       0
 2017 127   178    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.53    5.55   11.98    0.00    0.00    0.00    0.00   14.35    4.49    9.86    0.00    0.00    0.00    0.00    3.18    1.06    2.12    0.00    0.00    0.00       0
 2017 128   179    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.37    5.49   11.88    0.00    0.00    0.00    0.00   14.20    4.44    9.76    0.00    0.00    0.00    0.00    3.18    1.05    2.12    0.00    0.00    0.00       0
 2017 129   180    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   17.19    5.43   11.76    0.00    0.00    0.00    0.00   14.02    4.38    9.65    0.00    0.00    0.00    0.00    3.17    1.05    2.12    0.00    0.00    0.00       0
 2017 130   181    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      41      12      25       1       1       2      74      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   16.98    5.35   11.63    0.00    0.00    0.00    0.00   13.81    4.30    9.51    0.00    0.00    0.00    0.00    3.17    1.05    2.12    0.00    0.00    0.00       0
 2017 131   182    3726   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      42      12      26       1       1       2      75      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   16.80    5.29   11.51    0.00    0.00    0.00    0.00   13.63    4.24    9.39    0.00    0.00    0.00    0.00    3.17    1.05    2.12    0.00    0.00    0.00       0
 2017 132   183    3727   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      42      12      26       1       1       2      75      10      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   16.59    5.22   11.38    0.00    0.00    0.00    0.00   13.43    4.16    9.26    0.00    0.00    0.00    0.00    3.17    1.05    2.11    0.00    0.00    0.00       0
 2017 133   184    3727   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      42      12      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   16.41    5.15   11.26    0.00    0.00    0.00    0.00   13.25    4.10    9.14    0.00    0.00    0.00    0.00    3.16    1.05    2.11    0.00    0.00    0.00       0
 2017 134   185    3727   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      42      12      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   16.19    5.07   11.12    0.00    0.00    0.00    0.00   13.03    4.02    9.00    0.00    0.00    0.00    0.00    3.16    1.05    2.11    0.00    0.00    0.00       0
 2017 135   186    3727   0.133    1550   0.055    8908       0    8908    1155    2074    1544     782    3354       0      42      12      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   15.93    4.98   10.95    0.00    0.00    0.00    0.00   12.77    3.93    8.84    0.00    0.00    0.00    0.00    3.16    1.05    2.11    0.00    0.00    0.00       0
 2017 136   187    3727   0.133    1550   0.055    8907       0    8907    1154    2074    1544     782    3354       0      42      12      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   15.59    4.85   10.75    0.00    0.00    0.00    0.00   12.44    3.80    8.64    0.00    0.00    0.00    0.00    3.15    1.05    2.11    0.00    0.00    0.00       0
 2017 137   188    3728   0.133    1550   0.055    8907       0    8907    1154    2074    1544     782    3354       0      42      12      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   15.21    4.72   10.50    0.00    0.00    0.00    0.00   12.06    3.67    8.39    0.00    0.00    0.00    0.00    3.15    1.04    2.10    0.00    0.00    0.00       0
 2017 138   189    3728   0.133    1550   0.055    8907       0    8907    1154    2074    1544     782    3354       0      42      13      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   14.77    4.57   10.20    0.00    0.00    0.00    0.00   11.63    3.53    8.10    0.00    0.00    0.00    0.00    3.14    1.04    2.10    0.00    0.00    0.00       0
 2017 139   190    3728   0.133    1550   0.055    8907       0    8907    1154    2074    1544     782    3354       0      43      13      26       1       1       2      75      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   14.27    4.43    9.84    0.00    0.00    0.00    0.00   11.14    3.39    7.75    0.00    0.00    0.00    0.00    3.14    1.04    2.10    0.00    0.00    0.00       0
 2017 140   191    3729   0.133    1550   0.055    8907       0    8907    1154    2073    1544     782    3354       0      43      13      26       1       1       2      76      11      19      12       6      27    8775    1127    2018    1530     775    3325    0.00   13.71    4.26    9.45    0.00    0.00    0.00    0.00   10.58    3.22    7.36    0.00    0.00    0.00    0.00    3.13    1.04    2.09    0.00    0.00    0.00       0
 2017 141   192    3729   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3354       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3325    0.00   13.18    4.09    9.09    0.00    0.00    0.00    0.00   10.06    3.06    7.00    0.00    0.00    0.00    0.00    3.12    1.04    2.09    0.00    0.00    0.00       0
 2017 142   193    3729   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3354       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   12.84    4.01    8.83    0.00    0.00    0.00    0.00    9.73    2.98    6.75    0.00    0.00    0.00    0.00    3.12    1.03    2.08    0.00    0.00    0.00       0
 2017 143   194    3729   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3354       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   12.63    3.94    8.69    0.00    0.00    0.00    0.00    9.52    2.91    6.61    0.00    0.00    0.00    0.00    3.11    1.03    2.08    0.00    0.00    0.00       0
 2017 144   195    3729   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   12.45    3.87    8.57    0.00    0.00    0.00    0.00    9.34    2.84    6.49    0.00    0.00    0.00    0.00    3.11    1.03    2.08    0.00    0.00    0.00       0
 2017 145   196    3729   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   12.28    3.82    8.46    0.00    0.00    0.00    0.00    9.17    2.79    6.38    0.00    0.00    0.00    0.00    3.11    1.03    2.08    0.00    0.00    0.00       0
 2017 146   197    3730   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   12.15    3.78    8.37    0.00    0.00    0.00    0.00    9.05    2.75    6.30    0.00    0.00    0.00    0.00    3.10    1.03    2.07    0.00    0.00    0.00       0
 2017 147   198    3730   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   11.99    3.72    8.27    0.00    0.00    0.00    0.00    8.89    2.69    6.19    0.00    0.00    0.00    0.00    3.10    1.03    2.07    0.00    0.00    0.00       0
 2017 148   199    3730   0.133    1550   0.055    8906       0    8906    1154    2073    1544     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   11.81    3.66    8.15    0.00    0.00    0.00    0.00    8.71    2.63    6.08    0.00    0.00    0.00    0.00    3.10    1.03    2.07    0.00    0.00    0.00       0
 2017 149   200    3730   0.133    1550   0.055    8906       0    8906    1154    2073    1543     782    3353       0      43      13      27       1       1       2      76      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   11.65    3.60    8.05    0.00    0.00    0.00    0.00    8.55    2.58    5.98    0.00    0.00    0.00    0.00    3.10    1.03    2.07    0.00    0.00    0.00       0
 2017 150   201    3730   0.133    1550   0.055    8906       0    8906    1154    2073    1543     782    3353       0      43      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   11.46    3.54    7.93    0.00    0.00    0.00    0.00    8.37    2.51    5.86    0.00    0.00    0.00    0.00    3.09    1.03    2.07    0.00    0.00    0.00       0
 2017 151   202    3730   0.133    1550   0.055    8905       0    8905    1154    2073    1543     782    3353       0      43      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   11.24    3.46    7.78    0.00    0.00    0.00    0.00    8.15    2.43    5.72    0.00    0.00    0.00    0.00    3.09    1.02    2.06    0.00    0.00    0.00       0
 2017 152   203    3730   0.133    1550   0.055    8905       0    8905    1154    2073    1543     782    3353       0      43      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   10.98    3.36    7.62    0.00    0.00    0.00    0.00    7.90    2.34    5.56    0.00    0.00    0.00    0.00    3.08    1.02    2.06    0.00    0.00    0.00       0
 2017 153   204    3730   0.133    1550   0.055    8905       0    8905    1154    2073    1543     782    3353       0      44      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   10.71    3.27    7.44    0.00    0.00    0.00    0.00    7.64    2.25    5.38    0.00    0.00    0.00    0.00    3.08    1.02    2.06    0.00    0.00    0.00       0
 2017 154   205    3731   0.133    1550   0.055    8905       0    8905    1154    2073    1543     782    3353       0      44      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   10.45    3.19    7.26    0.00    0.00    0.00    0.00    7.38    2.17    5.20    0.00    0.00    0.00    0.00    3.07    1.02    2.05    0.00    0.00    0.00       0
 2017 155   206    3731   0.133    1550   0.055    8905       0    8905    1154    2073    1543     782    3353       0      44      13      27       1       1       2      77      11      20      12       6      27    8774    1127    2018    1530     775    3324    0.00   10.18    3.12    7.07    0.00    0.00    0.00    0.00    7.12    2.10    5.02    0.00    0.00    0.00    0.00    3.07    1.02    2.05    0.00    0.00    0.00       0
 2017 156   207    3731   0.133    1550   0.055    8905       0    8905    1154    2072    1543     782    3353       0      44      13      27       1       1       2      77      12      21      12       6      27    8774    1127    2018    1530     775    3324    0.00    9.91    3.04    6.87    0.00    0.00    0.00    0.00    6.85    2.03    4.82    0.00    0.00    0.00    0.00    3.06    1.01    2.05    0.00    0.00    0.00       0
 2017 157   208    3731   0.133    1550   0.055    8905       0    8905    1154    2072    1543     782    3353       0      44      13      27       1       1       2      78      12      21      12       6      27    8774    1127    2018    1530     775    3324    0.00    9.61    2.96    6.65    0.00    0.00    0.00    0.00    6.56    1.95    4.61    0.00    0.00    0.00    0.00    3.05    1.01    2.04    0.00    0.00    0.00       0
 2017 158   209    3731   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      44      13      27       1       1       2      78      12      21      12       6      27    8774    1126    2018    1530     775    3324    0.00    9.29    2.88    6.41    0.00    0.00    0.00    0.00    6.24    1.87    4.37    0.00    0.00    0.00    0.00    3.05    1.01    2.04    0.00    0.00    0.00       0
 2017 159   210    3731   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      44      13      27       1       1       2      78      12      21      12       6      27    8774    1126    2018    1530     775    3324    0.00    8.97    2.80    6.18    0.00    0.00    0.00    0.00    5.93    1.79    4.15    0.00    0.00    0.00    0.00    3.04    1.01    2.03    0.00    0.00    0.00       0
 2017 160   211    3732   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      44      13      27       1       1       2      78      12      21      12       6      27    8774    1126    2018    1530     775    3324    0.00    8.68    2.72    5.96    0.00    0.00    0.00    0.00    5.65    1.71    3.94    0.00    0.00    0.00    0.00    3.03    1.01    2.03    0.00    0.00    0.00       0
 2017 161   212    3732   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      44      13      27       1       1       2      79      12      21      12       6      27    8773    1126    2018    1530     775    3324    0.00    8.42    2.65    5.77    0.00    0.00    0.00    0.00    5.39    1.65    3.75    0.00    0.00    0.00    0.00    3.03    1.00    2.02    0.00    0.00    0.00       0
 2017 162   213    3732   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      43      13      27       1       1       2      79      12      21      12       6      27    8773    1126    2018    1530     775    3324    0.00    8.17    2.57    5.60    0.00    0.00    0.00    0.00    5.15    1.57    3.58    0.00    0.00    0.00    0.00    3.02    1.00    2.02    0.00    0.00    0.00       0
 2017 163   214    3732   0.133    1550   0.055    8904       0    8904    1154    2072    1543     782    3353       0      43      13      27       1       1       2      79      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    7.95    2.50    5.44    0.00    0.00    0.00    0.00    4.93    1.50    3.43    0.00    0.00    0.00    0.00    3.01    1.00    2.01    0.00    0.00    0.00       0
 2017 164   215    3732   0.133    1550   0.055    8903       0    8903    1154    2072    1543     782    3353       0      43      13      27       1       1       2      79      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    7.72    2.43    5.29    0.00    0.00    0.00    0.00    4.72    1.44    3.28    0.00    0.00    0.00    0.00    3.01    1.00    2.01    0.00    0.00    0.00       0
 2017 165   216    3732   0.133    1550   0.055    8903       0    8903    1154    2072    1543     782    3353       0      43      13      27       1       1       2      79      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    7.49    2.36    5.13    0.00    0.00    0.00    0.00    4.49    1.37    3.12    0.00    0.00    0.00    0.00    3.00    0.99    2.00    0.00    0.00    0.00       0
 2017 166   217    3732   0.133    1550   0.055    8903       0    8903    1154    2072    1543     782    3353       0      43      13      27       1       1       2      80      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    7.26    2.29    4.96    0.00    0.00    0.00    0.00    4.26    1.30    2.96    0.00    0.00    0.00    0.00    2.99    0.99    2.00    0.00    0.00    0.00       0
 2017 167   218    3733   0.133    1550   0.055    8903       0    8903    1154    2071    1543     782    3353       0      43      13      27       1       1       2      80      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    7.03    2.22    4.80    0.00    0.00    0.00    0.00    4.04    1.23    2.81    0.00    0.00    0.00    0.00    2.98    0.99    1.99    0.00    0.00    0.00       0
 2017 168   219    3733   0.133    1550   0.055    8903       0    8903    1154    2071    1543     782    3353       0      43      13      27       1       1       2      80      12      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    6.77    2.16    4.61    0.00    0.00    0.00    0.00    3.80    1.17    2.62    0.00    0.00    0.00    0.00    2.97    0.99    1.99    0.00    0.00    0.00       0
 2017 169   220    3733   0.133    1550   0.055    8903       0    8903    1154    2071    1543     782    3353       0      43      13      27       1       1       2      80      13      22      12       6      27    8773    1126    2018    1530     775    3324    0.00    6.61    2.10    4.50    0.00    0.00    0.00    0.00    3.64    1.12    2.52    0.00    0.00    0.00    0.00    2.97    0.98    1.98    0.00    0.00    0.00       0
 2017 170   221    3733   0.133    1550   0.055    8902       0    8902    1154    2071    1543     782    3353       0      43      13      27       1       0       2      81      13      23      12       6      27    8773    1126    2018    1530     775    3324    0.00    6.46    2.05    4.40    0.00    0.00    0.00    0.00    3.50    1.07    2.42    0.00    0.00    0.00    0.00    2.96    0.98    1.98    0.00    0.00    0.00       0
 2017 171   222    3733   0.133    1550   0.055    8902       0    8902    1154    2071    1543     782    3353       0      43      12      26       1       0       2      81      13      23      12       6      27    8773    1126    2018    1530     775    3324    0.00    6.32    2.01    4.31    0.01    0.00    0.00    0.00    3.37    1.02    2.34    0.01    0.00    0.00    0.00    2.96    0.98    1.97    0.00    0.00    0.00       0
 2017 172   223    3733   0.133    1550   0.055    8902       0    8902    1153    2071    1543     782    3353       0      42      12      26       1       0       2      81      13      23      12       6      27    8773    1126    2018    1530     775    3324    0.00    6.20    1.97    4.22    0.01    0.00    0.00    0.00    3.25    0.99    2.25    0.01    0.00    0.00    0.00    2.95    0.98    1.97    0.00    0.00    0.00       0
 2017 173   224    3733   0.133    1550   0.055    8902       0    8902    1153    2071    1543     782    3353       0      42      12      26       1       0       2      81      13      23      12       6      27    8772    1126    2018    1530     775    3324    0.00    6.08    1.93    4.14    0.01    0.00    0.00    0.00    3.14    0.95    2.17    0.01    0.00    0.00    0.00    2.95    0.98    1.97    0.00    0.00    0.00       0
