*SOM C DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                  Cumul.
!               <---- SOM C in top layers ----> <- SOM + LIT C in top layers -> <------------ Total Soil Organic Carbon (SOM + LIT) ------------> <--------- Active Soil Organic Carbon (SOM1) ---------> <---- Intermediate Soil Organic C (SOM2) -----> <------- Passive Soil Organic C (SOM3) -------> <------------------ Litter Carbon --------------------> <-------------- Metabolic Litter Carbon --------------> <------------- Structural Litter Carbon -------------->  Resid.  <-Accum. CO2->
!               20cm-kg  20cm-% 40cm-kg  40cm-% 20cm-kg  20cm-% 40cm-kg  40cm-%     Total Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 (kg/ha) Surface    Soil
@YEAR DOY   DAS  SCS20D  SC%20D  SCS40D  SC%40D  SLC20D  SL%20D  SLC40D  SL%40D      SOCD    SC0D    SCTD    SC1D    SC2D    SC3D    SC4D   SC5+D   S1C0D   S1CTD   S1C1D   S1C2D   S1C3D   S1C4D  S1C5+D   S2CTD   S2C1D   S2C2D   S2C3D   S2C4D  S2C5+D   S3CTD   S3C1D   S3C2D   S3C3D   S3C4D  S3C5+D    LC0D    LCTD    LC1D    LC2D    LC3D    LC4D   LC5+D   MEC0D   MECTD   MEC1D   MEC2D   MEC3D   MEC4D  MEC5+D   STC0D   STCTD   STC1D   STC2D   STC3D   STC4D  STC5+D    RESC   CO20C   CO2SC
 2017 181   232   26748   0.954   10974   0.388   27206   0.970   10976   0.388     63768       0   63768    8411   15152   10929    5535   23740       0     513     157     318      10       5      22    1390     221     402     209     106     454   61404    7884   14123   10708    5423   23265       0     461     149     309       1       1       0       0      66      19      45       1       1       0       0     395     130     264       0       0       0       0       0     917
 2017 182   233   26748   0.954   10974   0.388   27205   0.970   10976   0.388     63767       0   63767    8411   15151   10929    5535   23740       0     512     157     317      10       5      22    1392     222     403     209     106     454   61404    7884   14123   10708    5423   23265       0     460     148     308       2       1       0       0      65      18      44       1       1       0       0     395     130     264       0       0       0       0       0     919
 2017 183   234   26749   0.954   10974   0.388   27204   0.970   10977   0.388     63766       0   63766    8410   15150   10929    5536   23740       0     511     157     317      10       5      22    1394     222     404     209     106     454   61403    7884   14123   10708    5423   23265       0     458     148     307       2       1       0       0      64      18      43       1       1       0       0     394     130     263       0       0       0       0       0     921
 2017 184   235   26749   0.954   10974   0.388   27202   0.970   10977   0.388     63764       0   63764    8410   15149   10929    5536   23740       0     509     156     316      10       5      22    1396     223     405     209     106     454   61403    7884   14123   10708    5423   23264       0     456     147     305       2       2       0       0      63      18      42       2       1       0       0     393     129     263       1       0       0       0       0     923
 2017 185   236   26750   0.954   10974   0.388   27200   0.970   10977   0.388     63763       0   63763    8409   15148   10930    5536   23740       0     508     155     315      10       5      22    1398     224     406     209     106     454   61402    7884   14123   10708    5423   23264       0     454     146     303       2       2       1       0      62      17      41       2       1       0       0     392     129     262       1       0       0       0       0     926
 2017 186   237   26751   0.954   10974   0.388   27198   0.970   10977   0.388     63760       0   63760    8408   15146   10930    5536   23740       0     506     155     314      11       5      22    1401     225     408     209     106     454   61402    7884   14123   10708    5423   23264       0     451     145     301       3       2       1       0      60      16      40       2       1       1       0     391     128     261       1       0       0       0       0     929
 2017 187   238   26752   0.954   10974   0.388   27195   0.970   10977   0.388     63758       0   63758    8407   15145   10930    5536   23740       0     504     154     313      11       5      22    1404     226     410     209     106     454   61401    7884   14123   10708    5423   23264       0     448     144     299       3       2       1       0      58      16      38       2       2       1       0     390     128     261       1       1       0       0       0     933
 2017 188   239   26753   0.954   10974   0.388   27193   0.969   10978   0.388     63756       0   63756    8406   15143   10930    5536   23740       0     502     153     311      11       5      22    1408     227     412     209     106     454   61401    7884   14123   10708    5423   23264       0     445     142     296       3       2       1       0      56      15      37       2       2       1       0     389     127     260       1       1       0       0       0     937
 2017 189   240   26754   0.954   10974   0.388   27190   0.969   10978   0.388     63753       0   63753    8406   15141   10930    5537   23740       0     500     153     310      11       5      22    1411     228     415     209     106     454   61400    7883   14122   10708    5423   23263       0     442     142     294       3       2       1       0      55      14      35       2       2       1       0     388     127     259       1       1       0       0       0     940
 2017 190   241   26755   0.954   10974   0.388   27187   0.969   10978   0.388     63750       0   63750    8405   15139   10930    5537   23740       0     498     152     308      11       5      22    1415     229     417     209     106     454   61400    7883   14122   10708    5423   23263       0     439     141     291       4       3       1       0      53      14      33       3       2       1       0     386     127     257       1       1       0       0       0     944
 2017 191   242   26756   0.954   10974   0.388   27184   0.969   10978   0.388     63748       0   63748    8404   15137   10931    5537   23740       0     495     151     307      11       6      22    1418     230     420     209     106     454   61399    7883   14122   10707    5423   23263       0     435     140     288       4       3       1       0      51      13      32       3       2       1       0     385     126     256       1       1       0       0       0     948
 2017 192   243   26756   0.954   10974   0.388   27182   0.969   10978   0.388     63745       0   63745    8403   15135   10931    5537   23740       0     493     150     305      11       6      22    1422     231     422     209     106     454   61398    7883   14122   10707    5423   23263       0     432     138     286       4       3       1       0      49      13      30       3       2       1       0     383     126     255       1       1       0       0       0     952
 2017 193   244   26757   0.954   10974   0.388   27180   0.969   10979   0.388     63744       0   63744    8403   15134   10931    5537   23740       0     492     150     304      11       6      22    1424     232     424     209     106     454   61398    7883   14122   10707    5423   23263       0     431     138     284       4       3       2       0      48      12      30       3       2       1       0     383     125     255       1       1       0       0       0     954
 2017 194   245   26757   0.954   10974   0.388   27179   0.969   10979   0.388     63743       0   63743    8402   15133   10931    5537   23740       0     490     149     303      11       6      22    1426     233     425     209     106     454   61397    7883   14122   10707    5423   23262       0     430     137     283       4       3       2       0      48      12      29       3       2       1       0     382     125     254       1       1       1       0       0     957
 2017 195   246   26758   0.954   10974   0.388   27177   0.969   10979   0.388     63742       0   63742    8402   15132   10931    5537   23740       0     488     148     302      11       6      22    1429     234     427     209     106     454   61397    7883   14122   10707    5423   23262       0     428     136     281       4       3       2       0      47      12      28       3       2       2       0     381     125     253       1       1       1       0       0     959
 2017 196   247   26758   0.954   10974   0.388   27176   0.969   10979   0.388     63741       0   63741    8401   15131   10931    5538   23740       0     487     148     301      11       6      22    1431     234     428     209     106     454   61396    7883   14122   10707    5423   23262       0     427     136     280       5       4       2       0      47      12      27       3       3       2       0     380     124     253       1       1       1       0       0     962
 2017 197   248   26759   0.954   10974   0.388   27175   0.969   10979   0.388     63740       0   63740    8401   15130   10932    5538   23740       0     486     147     300      11       6      22    1433     235     429     209     106     454   61396    7883   14122   10707    5422   23262       0     426     135     279       5       4       3       0      46      11      27       3       3       2       0     380     124     252       1       1       1       0       0     964
 2017 198   249   26759   0.954   10974   0.388   27173   0.969   10980   0.388     63739       0   63739    8400   15129   10932    5538   23740       0     484     147     299      11       6      22    1435     236     431     209     106     454   61395    7883   14122   10707    5422   23262       0     425     135     278       5       4       3       0      46      11      26       4       3       2       0     379     124     252       2       1       1       0       0     966
 2017 199   250   26759   0.954   10974   0.388   27172   0.969   10980   0.388     63739       0   63739    8400   15128   10932    5538   23740       0     483     146     298      11       6      22    1437     236     432     209     106     454   61395    7883   14121   10707    5422   23261       0     424     134     277       5       4       3       0      45      11      26       4       3       2       0     379     124     251       2       1       1       0       0     968
 2017 200   251   26760   0.954   10974   0.388   27171   0.969   10980   0.388     63738       0   63738    8400   15128   10932    5538   23741       0     482     146     297      11       6      22    1439     237     433     209     106     454   61395    7883   14121   10707    5422   23261       0     423     134     276       6       4       4       0      45      11      25       4       3       3       0     378     123     251       2       1       1       0       0     970
 2017 201   252   26760   0.954   10974   0.388   27170   0.969   10980   0.388     63738       0   63738    8399   15127   10932    5538   23741       0     480     145     296      11       6      22    1441     238     434     209     106     454   61394    7883   14121   10707    5422   23261       0     423     133     275       6       4       4       0      45      10      25       4       3       3       0     377     123     250       2       1       1       0       0     972
 2017 202   253   26760   0.954   10974   0.388   27169   0.969   10981   0.388     63737       0   63737    8399   15126   10933    5539   23741       0     479     145     295      11       6      22    1443     239     436     209     106     454   61394    7883   14121   10707    5422   23261       0     422     133     274       6       5       4       0      45      10      24       4       3       3       0     377     123     250       2       1       1       0       0     975
 2017 203   254   26761   0.954   10974   0.388   27168   0.969   10981   0.388     63736       0   63736    8398   15125   10933    5539   23741       0     477     144     294      11       6      22    1445     239     437     209     106     454   61393    7883   14121   10706    5422   23261       0     421     132     273       6       5       5       0      45      10      24       4       3       3       0     376     122     249       2       2       1       0       0     977
 2017 204   255   26761   0.954   10974   0.388   27167   0.969   10981   0.388     63736       0   63736    8398   15125   10933    5539   23742       0     476     144     293      11       6      22    1447     240     439     209     106     454   61393    7883   14121   10706    5422   23261       0     420     132     272       7       5       5       0      45      10      23       4       3       4       0     376     122     249       2       2       2       0       0     979
 2017 205   256   26761   0.954   10974   0.388   27166   0.968   10981   0.388     63735       0   63735    8397   15124   10933    5539   23742       0     475     143     292      11       6      22    1449     241     440     209     106     454   61392    7883   14121   10706    5422   23260       0     419     131     271       7       5       6       0      44       9      23       5       3       4       0     375     122     248       2       2       2       0       0     981
 2017 206   257   26762   0.954   10974   0.388   27164   0.968   10982   0.388     63735       0   63735    8397   15123   10933    5539   23742       0     473     143     291      11       6      22    1451     241     441     209     106     454   61392    7883   14121   10706    5422   23260       0     418     131     270       7       5       6       0      44       9      22       5       4       4       0     374     121     247       2       2       2       0       0     984
 2017 207   258   26762   0.954   10974   0.388   27163   0.968   10982   0.388     63734       0   63734    8397   15122   10934    5539   23742       0     471     142     290      11       6      22    1454     242     443     209     106     454   61391    7882   14121   10706    5422   23260       0     417     130     268       7       5       6       0      44       9      22       5       4       5       0     374     121     247       2       2       2       0       0     986
 2017 208   259   26763   0.954   10974   0.388   27161   0.968   10982   0.388     63733       0   63733    8396   15121   10934    5540   23743       0     469     141     288      12       6      22    1456     243     445     209     106     454   61391    7882   14121   10706    5422   23260       0     416     129     267       7       6       7       0      43       9      21       5       4       5       0     373     121     246       2       2       2       0       0     989
 2017 209   260   26763   0.954   10974   0.388   27160   0.968   10982   0.388     63732       0   63732    8396   15120   10934    5540   23743       0     468     140     287      12       6      22    1459     244     446     209     106     454   61390    7882   14121   10706    5422   23260       0     415     129     266       7       6       7       0      43       9      21       5       4       5       0     372     120     245       2       2       2       0       0     992
 2017 210   261   26763   0.954   10974   0.388   27159   0.968   10983   0.388     63732       0   63732    8395   15119   10934    5540   23743       0     466     140     286      12       6      22    1461     245     448     209     106     454   61390    7882   14121   10706    5422   23259       0     415     128     265       8       6       8       0      43       8      20       5       4       5       0     372     120     245       3       2       2       0       0     994
 2017 211   262   26763   0.954   10974   0.388   27158   0.968   10983   0.388     63732       0   63732    8395   15119   10934    5540   23744       0     465     139     285      12       6      22    1463     245     449     209     106     454   61390    7882   14120   10706    5422   23259       0     414     128     264       8       6       8       0      43       8      20       5       4       6       0     371     120     244       3       2       3       0       0     996
 2017 212   263   26764   0.954   10974   0.388   27157   0.968   10983   0.388     63731       0   63731    8394   15118   10935    5540   23744       0     463     139     284      12       6      22    1465     246     450     209     106     454   61389    7882   14120   10706    5422   23259       0     414     127     263       8       6       9       0      43       8      20       5       4       6       0     370     119     244       3       2       3       0       0     998
 2017 213   264   26764   0.954   10974   0.388   27156   0.968   10983   0.388     63731       0   63731    8394   15117   10935    5541   23744       0     462     138     283      12       6      22    1467     247     452     209     106     454   61389    7882   14120   10706    5422   23259       0     413     127     262       8       6       9       0      43       8      19       6       4       6       0     370     119     243       3       2       3       0       0    1001
 2017 214   265   26764   0.954   10974   0.388   27155   0.968   10984   0.388     63730       0   63730    8393   15116   10935    5541   23745       0     460     137     282      12       7      22    1470     248     453     209     106     454   61388    7882   14120   10706    5422   23259       0     412     126     261       9       7       9       0      43       8      19       6       4       6       0     369     119     242       3       2       3       0       0    1003
 2017 215   266   26765   0.954   10974   0.388   27153   0.968   10984   0.388     63729       0   63729    8393   15115   10935    5541   23745       0     458     137     281      12       7      23    1472     249     455     209     106     454   61388    7882   14120   10706    5422   23258       0     411     126     260       9       7      10       0      43       7      18       6       4       7       0     368     118     242       3       2       3       0       0    1006
 2017 216   267   26765   0.954   10974   0.388   27152   0.968   10984   0.388     63728       0   63728    8392   15114   10935    5541   23745       0     456     136     279      12       7      23    1475     250     456     209     106     454   61387    7882   14120   10705    5422   23258       0     410     125     259       9       7      10       0      42       7      18       6       4       7       0     367     118     241       3       2       3       0       0    1009
 2017 217   268   26765   0.954   10974   0.388   27150   0.968   10984   0.388     63727       0   63727    8392   15113   10935    5541   23745       0     454     135     278      12       7      23    1478     251     458     209     106     454   61386    7882   14120   10705    5422   23258       0     408     124     257       9       7      11       0      42       7      17       6       5       7       0     366     117     240       3       2       3       0       0    1012
 2017 218   269   26766   0.954   10974   0.388   27148   0.968   10985   0.388     63726       0   63726    8391   15112   10936    5541   23746       0     452     134     276      12       7      23    1481     252     460     209     106     454   61386    7882   14120   10705    5422   23258       0     406     124     256       9       7      11       0      41       7      17       6       5       7       0     365     117     239       3       3       4       0       0    1015
 2017 219   270   26766   0.954   10974   0.388   27146   0.968   10985   0.388     63725       0   63725    8391   15111   10936    5542   23746       0     450     133     274      12       7      23    1484     252     462     209     106     454   61385    7882   14120   10705    5422   23257       0     405     123     254       9       7      11       0      41       7      16       6       5       8       0     364     116     238       3       3       4       0       0    1018
 2017 220   271   26766   0.954   10974   0.388   27145   0.968   10985   0.388     63723       0   63723    8390   15110   10936    5542   23746       0     448     133     273      12       7      23    1487     253     464     209     106     454   61385    7882   14119   10705    5421   23257       0     404     122     253       9       7      12       0      40       6      16       6       5       8       0     363     116     237       3       3       4       0       0    1021
 2017 221   272   26767   0.954   10974   0.388   27144   0.968   10985   0.388     63723       0   63723    8390   15109   10936    5542   23747       0     446     132     271      13       7      23    1490     254     466     209     106     454   61384    7882   14119   10705    5421   23257       0     403     122     252       9       7      12       0      40       6      15       6       5       8       0     363     116     237       3       3       4       0       0    1024
 2017 222   273   26767   0.954   10974   0.388   27142   0.968   10985   0.388     63722       0   63722    8389   15108   10936    5542   23747       0     445     131     270      13       7      23    1492     255     468     209     106     454   61384    7881   14119   10705    5421   23257       0     402     122     251      10       8      12       0      40       6      15       6       5       8       0     362     115     236       4       3       4       0       0    1026
 2017 223   274   26767   0.954   10974   0.388   27141   0.968   10985   0.388     63722       0   63722    8389   15107   10936    5542   23747       0     443     131     269      13       7      23    1494     255     469     209     106     455   61383    7881   14119   10705    5421   23257       0     401     121     250      10       8      13       0      40       6      15       6       5       8       0     361     115     235       4       3       4       0       0    1028
 2017 224   275   26767   0.954   10974   0.388   27140   0.968   10986   0.388     63721       0   63721    8389   15106   10936    5542   23747       0     441     130     268      13       7      24    1496     256     471     209     106     455   61383    7881   14119   10705    5421   23256       0     400     121     249      10       8      13       0      40       6      14       6       5       9       0     360     115     235       4       3       4       0       0    1031
 2017 225   276   26767   0.954   10974   0.388   27139   0.968   10986   0.388     63720       0   63720    8388   15105   10937    5542   23748       0     440     130     266      13       7      24    1499     257     472     209     106     455   61382    7881   14119   10705    5421   23256       0     399     120     248      10       8      13       0      40       6      14       6       5       9       0     360     114     234       4       3       5       0       0    1033
 2017 226   277   26768   0.954   10974   0.388   27138   0.967   10986   0.388     63720       0   63720    8388   15105   10937    5543   23748       0     438     129     265      13       7      24    1501     258     474     209     106     455   61382    7881   14119   10704    5421   23256       0     399     120     247      10       8      14       0      40       6      14       6       5       9       0     359     114     233       4       3       5       0       0    1036
 2017 227   278   26768   0.954   10974   0.388   27137   0.967   10986   0.388     63719       0   63719    8388   15104   10937    5543   23748       0     437     128     264      13       7      24    1503     258     475     209     106     455   61381    7881   14119   10704    5421   23256       0     398     120     246      10       8      14       0      39       6      14       6       5       9       0     358     114     233       4       3       5       0       0    1038
 2017 228   279   26768   0.954   10974   0.388   27136   0.967   10986   0.388     63719       0   63719    8387   15103   10937    5543   23749       0     436     128     263      13       8      24    1505     259     476     209     106     455   61381    7881   14119   10704    5421   23256       0     397     119     245      10       8      14       0      39       6      13       6       5       9       0     358     114     232       4       3       5       0       0    1041
 2017 229   280   26768   0.954   10974   0.388   27135   0.967   10986   0.388     63718       0   63718    8387   15103   10937    5543   23749       0     434     127     262      13       8      24    1507     260     478     209     106     455   61380    7881   14118   10704    5421   23255       0     396     119     245      10       8      15       0      39       6      13       6       5       9       0     357     113     232       4       3       5       0       0    1043
 2017 230   281   26768   0.954   10974   0.388   27134   0.967   10987   0.388     63718       0   63718    8387   15102   10937    5543   23749       0     433     127     261      13       8      24    1510     260     479     209     106     455   61380    7881   14118   10704    5421   23255       0     396     118     244      10       8      15       0      39       5      13       6       5       9       0     357     113     231       4       3       5       0       0    1046
 2017 231   282   26768   0.954   10974   0.388   27133   0.967   10987   0.388     63717       0   63717    8386   15102   10937    5543   23749       0     432     126     260      14       8      24    1511     261     480     209     106     455   61379    7881   14118   10704    5421   23255       0     395     118     243      10       8      15       0      39       5      13       6       5      10       0     356     113     230       4       3       5       0       0    1048
 2017 232   283   26769   0.954   10974   0.388   27133   0.967   10987   0.388     63717       0   63717    8386   15101   10937    5543   23749       0     431     126     259      14       8      25    1513     262     481     209     106     455   61378    7881   14118   10704    5421   23255       0     395     118     243      11       8      15       0      39       5      13       6       5      10       0     356     112     230       4       3       6       0       0    1050
 2017 233   284   26769   0.954   10974   0.388   27132   0.967   10987   0.388     63716       0   63716    8386   15100   10937    5543   23750       0     429     125     258      14       8      25    1515     262     483     209     106     455   61378    7881   14118   10704    5421   23255       0     394     117     242      11       8      15       0      39       5      13       6       5      10       0     355     112     229       4       3       6       0       0    1053
 2017 234   285   26769   0.954   10974   0.388   27131   0.967   10987   0.388     63715       0   63715    8385   15100   10937    5543   23750       0     428     124     257      14       8      25    1518     263     484     209     106     455   61377    7881   14118   10704    5421   23254       0     393     117     241      11       8      16       0      39       5      12       6       5      10       0     354     112     229       4       3       6       0       0    1055
 2017 235   286   26769   0.954   10974   0.388   27130   0.967   10987   0.388     63715       0   63715    8385   15099   10937    5544   23750       0     427     124     256      14       8      25    1519     264     485     209     106     455   61377    7881   14118   10703    5421   23254       0     392     117     241      11       8      16       0      38       5      12       6       5      10       0     354     111     228       4       4       6       0       0    1058
 2017 236   287   26769   0.954   10974   0.388   27129   0.967   10987   0.388     63715       0   63715    8385   15099   10938    5544   23750       0     426     123     255      14       8      25    1521     264     486     210     106     455   61376    7881   14118   10703    5421   23254       0     392     116     240      11       8      16       0      38       5      12       6       5      10       0     353     111     228       4       4       6       0       0    1060
 2017 237   288   26769   0.954   10974   0.388   27128   0.967   10987   0.388     63714       0   63714    8384   15098   10938    5544   23750       0     425     123     254      14       8      25    1523     265     487     210     106     455   61376    7881   14118   10703    5421   23254       0     391     116     240      11       9      16       0      38       5      12       6       5      10       0     353     111     227       5       4       6       0       0    1062
 2017 238   289   26769   0.954   10974   0.388   27128   0.967   10987   0.388     63714       0   63714    8384   15098   10938    5544   23750       0     423     122     253      14       8      26    1525     265     488     210     106     455   61375    7881   14118   10703    5420   23253       0     390     116     239      11       9      16       0      38       5      12       6       5      10       0     352     111     227       5       4       6       0       0    1064
 2017 239   290   26770   0.954   10975   0.388   27127   0.967   10988   0.388     63713       0   63713    8384   15097   10938    5544   23751       0     422     122     252      14       8      26    1527     266     489     210     106     455   61375    7881   14118   10703    5420   23253       0     390     115     238      11       9      17       0      38       5      12       6       5      10       0     352     110     226       5       4       6       0       0    1067
 2017 240   291   26770   0.954   10975   0.388   27126   0.967   10988   0.388     63713       0   63713    8383   15097   10938    5544   23751       0     421     121     251      14       9      26    1529     267     491     210     106     455   61374    7880   14118   10703    5420   23253       0     389     115     238      11       9      17       0      38       5      12       6       5      10       0     351     110     226       5       4       7       0       0    1069
 2017 241   292   26770   0.954   10975   0.388   27125   0.967   10988   0.388     63713       0   63713    8383   15096   10938    5544   23751       0     420     121     250      15       9      26    1530     267     492     210     106     455   61374    7880   14117   10703    5420   23253       0     389     115     237      11       9      17       0      38       5      12       6       5      10       0     351     110     225       5       4       7       0       0    1071
 2017 242   293   26770   0.954   10975   0.388   27125   0.967   10988   0.388     63713       0   63713    8383   15096   10938    5544   23751       0     419     120     249      15       9      26    1532     268     492     210     106     455   61373    7880   14117   10703    5420   23253       0     389     115     237      11       9      17       0      39       5      12       6       5      11       0     350     110     225       5       4       7       0       0    1073
 2017 243   294   26770   0.954   10975   0.388   27125   0.967   10988   0.388     63713       0   63713    8383   15096   10938    5544   23752       0     418     120     249      15       9      26    1533     268     493     210     106     455   61373    7880   14117   10703    5420   23252       0     389     114     237      11       9      18       0      39       5      12       6       5      11       0     350     109     225       5       4       7       0       0    1074
 2017 244   295   26770   0.954   10975   0.388   27124   0.967   10988   0.388     63713       0   63713    8383   15096   10938    5545   23752       0     418     120     248      15       9      26    1534     269     494     210     107     455   61372    7880   14117   10702    5420   23252       0     389     114     236      11       9      18       0      39       5      12       6       5      11       0     350     109     224       5       4       7       0       0    1076
 2017 245   296   26770   0.954   10975   0.388   27124   0.967   10988   0.388     63713       0   63713    8382   15095   10938    5545   23752       0     417     119     247      15       9      26    1536     269     495     210     107     455   61372    7880   14117   10702    5420   23252       0     388     114     236      11       9      18       0      39       5      12       6       5      11       0     349     109     224       5       4       7       0       0    1078
 2017 246   297   26770   0.954   10975   0.388   27123   0.967   10989   0.388     63713       0   63713    8382   15095   10938    5545   23752       0     416     119     246      15       9      27    1538     270     496     210     107     455   61372    7880   14117   10702    5420   23252       0     388     114     235      11       9      18       0      39       5      12       6       5      11       0     349     109     223       5       4       7       0       0    1080
 2017 247   298   26770   0.954   10975   0.388   27122   0.967   10989   0.388     63712       0   63712    8382   15094   10939    5545   23753       0     414     118     245      15       9      27    1539     270     497     210     107     455   61371    7880   14117   10702    5420   23252       0     387     113     235      12       9      19       0      39       5      12       6       5      11       0     348     108     223       5       4       7       0       0    1082
 2017 248   299   26771   0.954   10975   0.388   27122   0.967   10989   0.388     63712       0   63712    8382   15094   10939    5545   23753       0     413     118     245      15       9      27    1541     271     498     210     107     456   61371    7880   14117   10702    5420   23252       0     387     113     234      12       9      19       0      39       5      12       6       5      11       0     348     108     223       5       4       8       0       0    1084
 2017 249   300   26771   0.954   10975   0.388   27121   0.967   10989   0.388     63712       0   63712    8381   15093   10939    5545   23753       0     412     117     244      15       9      27    1543     271     499     210     107     456   61370    7880   14117   10702    5420   23251       0     386     113     234      12       9      19       0      39       5      12       6       5      11       0     347     108     222       5       4       8       0       0    1086
 2017 250   301   26771   0.954   10975   0.388   27120   0.967   10989   0.388     63711       0   63711    8381   15093   10939    5545   23753       0     411     117     243      15       9      27    1545     272     500     210     107     456   61370    7880   14117   10702    5420   23251       0     386     112     233      12       9      19       0      39       5      11       6       5      12       0     346     108     222       5       4       8       0       0    1088
 2017 251   302   26771   0.954   10975   0.388   27119   0.967   10989   0.388     63711       0   63711    8381   15092   10939    5545   23754       0     410     116     242      15       9      27    1547     273     502     210     107     456   61369    7880   14117   10702    5420   23251       0     385     112     232      12      10      20       0      39       5      11       6       5      12       0     346     107     221       5       4       8       0       0    1091
 2017 252   303   26771   0.954   10975   0.388   27118   0.967   10989   0.388     63710       0   63710    8380   15092   10939    5545   23754       0     408     116     241      15       9      27    1549     273     503     210     107     456   61369    7880   14117   10702    5420   23251       0     385     112     232      12      10      20       0      39       5      11       6       5      12       0     345     107     220       5       4       8       0       0    1093
 2017 253   304   26771   0.954   10975   0.388   27118   0.967   10990   0.388     63710       0   63710    8380   15091   10939    5546   23754       0     407     115     240      15       9      27    1550     274     504     210     107     456   61368    7880   14116   10702    5420   23251       0     384     111     231      12      10      20       0      39       5      11       7       5      12       0     345     107     220       6       4       8       0       0    1095
 2017 254   305   26771   0.954   10975   0.388   27117   0.967   10990   0.388     63710       0   63710    8380   15091   10939    5546   23754       0     406     115     239      16       9      28    1552     274     505     210     107     456   61368    7880   14116   10702    5420   23251       0     384     111     230      12      10      20       0      40       5      11       7       5      12       0     344     107     219       6       4       8       0       0    1097
 2017 255   306   26771   0.954   10975   0.388   27116   0.967   10990   0.388     63710       0   63710    8380   15090   10940    5546   23755       0     405     114     238      16       9      28    1554     275     506     210     107     456   61368    7880   14116   10701    5420   23250       0     384     111     230      12      10      21       0      40       5      11       7       5      12       0     344     106     219       6       5       8       0       0    1098
 2017 256   307   26772   0.954   10975   0.388   27116   0.967   10990   0.388     63710       0   63710    8380   15090   10940    5546   23755       0     404     114     237      16       9      28    1555     275     507     210     107     456   61367    7880   14116   10701    5420   23250       0     383     111     229      12      10      21       0      40       5      11       7       6      12       0     343     106     218       6       5       8       0       0    1100
 2017 257   308   26772   0.954   10975   0.388   27115   0.967   10990   0.388     63710       0   63710    8380   15089   10940    5546   23755       0     403     114     236      16      10      28    1557     275     509     210     107     456   61367    7880   14116   10701    5420   23250       0     383     111     228      13      10      21       0      40       5      11       7       6      13       0     343     106     218       6       5       9       0       0    1102
 2017 258   309   26772   0.954   10975   0.388   27114   0.967   10990   0.388     63709       0   63709    8379   15088   10940    5546   23755       0     402     114     235      16      10      28    1558     276     510     210     107     456   61366    7880   14116   10701    5420   23250       0     383     111     228      13      10      21       0      40       5      11       7       6      13       0     342     106     217       6       5       9       0       0    1104
 2017 259   310   26772   0.954   10975   0.388   27114   0.967   10991   0.388     63709       0   63709    8379   15088   10940    5546   23756       0     401     113     234      16      10      28    1560     276     511     210     107     456   61366    7880   14116   10701    5420   23250       0     382     110     227      13      10      22       0      40       5      10       7       6      13       0     342     106     217       6       5       9       0       0    1106
 2017 260   311   26772   0.954   10975   0.388   27113   0.967   10991   0.388     63709       0   63709    8379   15087   10940    5547   23756       0     400     113     233      16      10      28    1562     276     512     210     107     456   61366    7880   14116   10701    5420   23250       0     382     110     226      13      10      22       0      40       5      10       7       6      13       0     341     106     216       6       5       9       0       0    1108
 2017 261   312   26772   0.954   10975   0.388   27112   0.967   10991   0.388     63709       0   63709    8379   15087   10940    5547   23756       0     399     113     232      16      10      28    1563     277     513     210     107     456   61365    7880   14116   10701    5420   23250       0     381     110     226      13      10      22       0      40       5      10       7       6      13       0     341     106     215       6       5       9       0       0    1110
 2017 262   313   26772   0.954   10975   0.388   27112   0.967   10991   0.388     63708       0   63708    8379   15086   10940    5547   23756       0     398     113     231      16      10      29    1565     277     515     210     107     456   61365    7880   14116   10701    5419   23249       0     380     110     225      13      10      22       0      40       5      10       7       6      13       0     340     105     215       6       5       9       0       0    1112
 2017 263   314   26772   0.954   10975   0.388   27111   0.967   10991   0.388     63708       0   63708    8379   15085   10940    5547   23756       0     397     113     229      16      10      29    1567     277     516     210     107     456   61364    7879   14115   10701    5419   23249       0     380     110     224      13      10      22       0      40       5      10       7       6      13       0     340     105     214       6       5       9       0       0    1114
 2017 264   315   26773   0.954   10976   0.388   27110   0.967   10991   0.388     63707       0   63707    8379   15084   10940    5547   23756       0     396     112     228      16      10      29    1569     277     518     211     107     456   61364    7879   14115   10701    5419   23249       0     379     110     223      13      11      22       0      40       5      10       7       6      13       0     339     105     213       6       5       9       0       0    1116
